falhas_chamada,reclamacoes,tempo_assinatura,valor_cobrado,segundos_uso,freq_uso,freq_sms,numeros_dist_chamados,plano,situacao,idade,valor_cliente,cancelamento
35,0,39,5,16640,254,22,88,Contrato,Ativo,25,85923,Não Cancelou
16,1,42,5,7530,132,293,41,Contrato,Ativo,30,147848,Não Cancelou
12,0,44,2,4283,98,24,36,Pré-Pago,Ativo,30,27124,Não Cancelou
13,0,43,0,2230,60,60,28,Pré-Pago,Inativo,45,20725,Não Cancelou
16,0,44,2,3345,69,197,31,Pré-Pago,Ativo,25,104013,Não Cancelou
14,0,35,3,1880,52,215,19,Contrato,Ativo,30,93728,Não Cancelou
14,0,34,2,2133,55,52,76,Pré-Pago,Ativo,55,11082,Não Cancelou
21,0,35,0,1265,41,32,15,Pré-Pago,Inativo,30,18024,Não Cancelou
10,0,34,0,1390,26,43,11,Pré-Pago,Inativo,45,1429,Não Cancelou
20,0,33,2,1790,48,41,21,Pré-Pago,Ativo,25,26721,Não Cancelou
12,0,33,2,3790,77,30,31,Pré-Pago,Ativo,45,171675,Não Cancelou
12,0,26,2,2260,42,50,22,Pré-Pago,Ativo,30,29208,Não Cancelou
26,0,25,3,6958,157,107,50,Contrato,Ativo,25,801675,Não Cancelou
22,0,23,2,9498,187,95,48,Pré-Pago,Ativo,55,287775,Não Cancelou
18,0,24,5,3418,61,53,27,Contrato,Ativo,45,219475,Não Cancelou
12,0,17,3,4955,56,237,18,Pré-Pago,Ativo,30,114844,Não Cancelou
13,0,17,3,2053,35,22,15,Pré-Pago,Ativo,30,17152,Cancelou
8,0,34,1,4415,67,7,13,Pré-Pago,Ativo,30,20728,Não Cancelou
5,0,35,0,305,6,7,2,Pré-Pago,Inativo,25,45495,Não Cancelou
10,0,33,1,2498,56,351,20,Pré-Pago,Ativo,30,150616,Não Cancelou
10,0,34,1,4243,62,7,31,Pré-Pago,Ativo,25,225225,Não Cancelou
5,0,34,1,2438,54,7,29,Pré-Pago,Ativo,15,17556,Não Cancelou
11,0,34,1,3820,78,24,24,Pré-Pago,Ativo,30,25192,Não Cancelou
5,0,34,1,2405,35,277,14,Pré-Pago,Ativo,30,12056,Não Cancelou
13,0,33,2,9160,117,136,39,Pré-Pago,Ativo,30,91508,Não Cancelou
7,0,34,1,13818,165,7,40,Pré-Pago,Ativo,30,58732,Não Cancelou
7,0,34,1,4560,79,7,21,Pré-Pago,Ativo,30,21356,Não Cancelou
6,0,34,1,5963,91,7,8,Pré-Pago,Ativo,30,27016,Não Cancelou
9,0,34,0,2283,50,7,13,Pré-Pago,Inativo,30,12132,Não Cancelou
25,0,34,3,15185,221,46,28,Pré-Pago,Ativo,30,80024,Não Cancelou
5,0,34,1,3140,23,475,4,Pré-Pago,Ativo,30,202652,Não Cancelou
9,0,33,1,15530,178,142,26,Pré-Pago,Ativo,25,134586,Não Cancelou
5,0,33,1,6545,82,178,22,Pré-Pago,Ativo,30,97708,Não Cancelou
5,0,33,0,920,10,7,7,Pré-Pago,Inativo,25,7335,Não Cancelou
5,0,34,0,755,10,7,4,Pré-Pago,Inativo,30,586,Não Cancelou
5,0,33,0,305,6,7,2,Pré-Pago,Inativo,25,45495,Cancelou
5,0,33,1,7553,123,376,39,Pré-Pago,Ativo,25,203742,Não Cancelou
7,0,33,1,11510,150,7,43,Pré-Pago,Ativo,45,309,Não Cancelou
8,0,33,1,6763,71,100,33,Pré-Pago,Ativo,25,75753,Não Cancelou
23,0,29,0,1000,43,8,13,Pré-Pago,Inativo,25,82935,Cancelou
21,0,32,8,10480,89,7,38,Pré-Pago,Ativo,55,169035,Não Cancelou
13,0,32,1,5863,94,18,20,Pré-Pago,Ativo,25,349065,Cancelou
5,0,30,1,2885,18,7,10,Pré-Pago,Ativo,30,14412,Não Cancelou
9,0,31,0,3035,37,7,12,Pré-Pago,Inativo,30,15088,Cancelou
9,1,32,0,2313,40,26,27,Pré-Pago,Inativo,30,19812,Cancelou
5,0,32,0,305,6,7,2,Pré-Pago,Inativo,30,4044,Cancelou
5,0,32,1,305,6,7,2,Pré-Pago,Ativo,30,4044,Não Cancelou
5,0,29,1,6830,93,7,18,Pré-Pago,Ativo,55,114345,Não Cancelou
5,0,32,0,305,6,7,2,Pré-Pago,Inativo,45,25275,Cancelou
5,0,32,1,305,6,7,2,Pré-Pago,Ativo,55,15165,Cancelou
25,0,27,3,16120,234,7,76,Pré-Pago,Ativo,25,76743,Não Cancelou
6,0,30,3,7010,112,263,29,Contrato,Ativo,25,150399,Não Cancelou
5,0,32,1,3763,78,7,24,Pré-Pago,Ativo,25,204345,Não Cancelou
5,0,31,0,1710,40,30,16,Pré-Pago,Inativo,30,190,Não Cancelou
6,0,32,1,2825,49,167,19,Pré-Pago,Ativo,25,88083,Não Cancelou
5,0,23,1,1360,32,185,7,Contrato,Ativo,25,89514,Não Cancelou
5,0,22,1,1613,35,22,64,Pré-Pago,Ativo,45,962,Não Cancelou
11,0,23,0,745,21,7,3,Pré-Pago,Inativo,25,6597,Não Cancelou
5,0,22,0,305,6,13,2,Pré-Pago,Inativo,45,40275,Não Cancelou
10,0,21,1,1270,28,11,9,Pré-Pago,Ativo,25,10791,Não Cancelou
5,0,21,1,3270,57,7,19,Pré-Pago,Ativo,30,16108,Não Cancelou
5,0,14,1,1740,22,20,10,Pré-Pago,Ativo,25,16929,Não Cancelou
16,0,13,1,6438,137,77,38,Contrato,Ativo,25,642375,Não Cancelou
12,0,11,1,8978,167,65,36,Pré-Pago,Ativo,45,391125,Não Cancelou
8,0,12,3,2898,41,23,15,Pré-Pago,Ativo,30,20956,Não Cancelou
5,0,5,1,4435,36,207,6,Pré-Pago,Ativo,30,100684,Não Cancelou
5,1,5,0,1533,15,7,3,Pré-Pago,Ativo,30,8992,Cancelou
15,0,43,1,4855,85,23,24,Pré-Pago,Ativo,30,2896,Não Cancelou
7,0,44,0,803,19,25,11,Pré-Pago,Inativo,30,13288,Não Cancelou
17,0,42,1,2938,74,377,31,Pré-Pago,Ativo,30,162848,Não Cancelou
17,0,43,1,4683,80,19,42,Pré-Pago,Ativo,15,366465,Não Cancelou
10,0,43,1,2878,72,20,40,Pré-Pago,Ativo,25,22275,Não Cancelou
18,0,43,2,4260,96,50,35,Pré-Pago,Ativo,30,37424,Não Cancelou
11,0,43,1,2845,53,303,25,Pré-Pago,Ativo,30,132792,Não Cancelou
20,0,42,3,9600,135,162,50,Pré-Pago,Ativo,30,10374,Não Cancelou
14,0,43,1,14258,183,18,51,Pré-Pago,Ativo,30,64964,Não Cancelou
14,0,43,2,5000,97,20,32,Pré-Pago,Ativo,30,28388,Não Cancelou
13,0,43,1,6403,109,25,19,Pré-Pago,Ativo,30,36048,Não Cancelou
16,1,43,0,2723,68,26,24,Pré-Pago,Inativo,30,21564,Não Cancelou
32,0,43,4,15625,239,72,39,Pré-Pago,Ativo,30,92256,Não Cancelou
11,0,43,2,3580,41,501,15,Pré-Pago,Ativo,30,214884,Não Cancelou
16,0,42,1,15970,196,168,37,Pré-Pago,Ativo,25,148347,Não Cancelou
10,0,42,2,6985,100,204,33,Pré-Pago,Ativo,30,10994,Não Cancelou
7,0,42,0,1360,28,18,18,Pré-Pago,Inativo,25,14346,Não Cancelou
9,0,43,0,1195,28,31,15,Pré-Pago,Inativo,30,17292,Não Cancelou
7,0,42,0,485,14,18,7,Pré-Pago,Inativo,25,103455,Cancelou
10,0,42,1,7993,141,402,50,Pré-Pago,Ativo,30,193336,Não Cancelou
14,0,42,2,11950,168,29,54,Pré-Pago,Ativo,45,37545,Não Cancelou
15,0,42,2,7203,89,126,44,Pré-Pago,Ativo,25,89514,Não Cancelou
30,0,38,0,1440,61,34,24,Pré-Pago,Inativo,30,19604,Cancelou
28,0,41,9,10920,107,19,49,Contrato,Ativo,55,193905,Não Cancelou
20,0,41,2,6303,112,44,31,Pré-Pago,Ativo,25,486675,Não Cancelou
8,0,39,1,3325,36,18,21,Pré-Pago,Ativo,30,20644,Não Cancelou
16,1,40,0,3475,55,27,23,Pré-Pago,Inativo,30,2492,Cancelou
16,1,41,0,2753,58,52,38,Pré-Pago,Inativo,45,200275,Cancelou
7,1,41,0,618,16,18,9,Pré-Pago,Inativo,30,9736,Cancelou
8,0,41,1,2153,39,18,13,Pré-Pago,Ativo,45,998,Não Cancelou
10,0,38,2,7270,111,32,29,Pré-Pago,Ativo,55,158715,Não Cancelou
7,0,41,0,1113,21,27,11,Pré-Pago,Inativo,45,9585,Cancelou
7,0,41,2,823,18,22,9,Pré-Pago,Ativo,55,45615,Não Cancelou
32,1,36,4,16560,252,18,87,Contrato,Ativo,25,83754,Não Cancelou
13,0,39,4,7450,130,289,40,Contrato,Ativo,30,14592,Não Cancelou
9,0,41,1,4203,96,20,35,Pré-Pago,Ativo,30,25196,Não Cancelou
10,0,40,0,2150,58,56,27,Pré-Pago,Inativo,30,31232,Não Cancelou
13,0,41,1,3265,67,193,30,Pré-Pago,Ativo,25,101844,Não Cancelou
11,0,32,2,1800,50,211,18,Contrato,Ativo,30,918,Não Cancelou
11,0,31,1,2053,53,48,75,Pré-Pago,Ativo,55,10359,Não Cancelou
18,0,32,0,1185,39,28,14,Pré-Pago,Inativo,30,16096,Não Cancelou
7,0,31,0,1310,24,39,10,Pré-Pago,Inativo,45,13085,Não Cancelou
17,0,30,1,1710,46,37,20,Pré-Pago,Ativo,25,24552,Não Cancelou
9,0,30,1,3710,75,26,30,Pré-Pago,Ativo,30,2554,Não Cancelou
9,0,23,1,2180,40,46,21,Pré-Pago,Ativo,30,2728,Não Cancelou
23,0,22,2,6878,155,103,49,Contrato,Ativo,25,779985,Não Cancelou
19,0,20,1,9418,185,91,47,Pré-Pago,Ativo,55,280545,Não Cancelou
15,0,21,4,3338,59,49,26,Pré-Pago,Ativo,30,33188,Não Cancelou
9,0,14,2,4875,54,233,17,Pré-Pago,Ativo,30,112916,Não Cancelou
10,0,14,2,1973,33,18,14,Pré-Pago,Ativo,30,15224,Cancelou
11,0,37,1,4495,69,7,14,Pré-Pago,Ativo,30,21056,Não Cancelou
5,0,38,0,305,6,7,2,Pré-Pago,Inativo,30,4044,Não Cancelou
13,0,36,1,2578,58,355,21,Pré-Pago,Ativo,30,152544,Não Cancelou
13,0,37,1,4323,64,7,32,Pré-Pago,Ativo,15,279785,Não Cancelou
6,0,37,1,2518,56,7,30,Pré-Pago,Ativo,25,14733,Não Cancelou
14,0,37,2,3900,80,28,25,Pré-Pago,Ativo,30,2712,Não Cancelou
7,0,37,1,2485,37,281,15,Pré-Pago,Ativo,30,122488,Não Cancelou
16,0,36,3,9240,119,140,40,Pré-Pago,Ativo,30,93436,Não Cancelou
10,0,37,1,13898,167,7,41,Pré-Pago,Ativo,30,5906,Não Cancelou
10,0,37,2,4640,81,7,22,Pré-Pago,Ativo,30,21684,Não Cancelou
9,0,37,1,6043,93,7,9,Pré-Pago,Ativo,30,27344,Não Cancelou
12,0,37,0,2363,52,7,14,Pré-Pago,Inativo,30,1246,Não Cancelou
28,0,37,4,15265,223,50,29,Contrato,Ativo,30,81952,Não Cancelou
7,0,37,2,3220,25,479,5,Pré-Pago,Ativo,30,20458,Não Cancelou
12,0,36,1,15610,180,146,27,Pré-Pago,Ativo,25,136755,Não Cancelou
6,0,36,2,6625,84,182,23,Pré-Pago,Ativo,30,99636,Não Cancelou
5,0,36,0,1000,12,7,8,Pré-Pago,Inativo,25,7704,Não Cancelou
5,0,37,0,835,12,9,5,Pré-Pago,Inativo,30,6988,Não Cancelou
5,0,36,0,305,6,7,2,Pré-Pago,Inativo,25,45495,Cancelou
6,0,36,1,7633,125,380,40,Pré-Pago,Ativo,30,183032,Não Cancelou
10,0,36,2,11590,152,7,44,Pré-Pago,Ativo,45,31105,Não Cancelou
11,0,36,2,6843,73,104,34,Pré-Pago,Ativo,25,77922,Não Cancelou
26,1,32,0,1080,45,12,14,Pré-Pago,Inativo,30,93,Cancelou
24,0,35,9,10560,91,7,39,Pré-Pago,Ativo,55,170265,Não Cancelou
16,0,35,2,5943,96,22,21,Pré-Pago,Ativo,25,370755,Cancelou
5,0,33,1,2965,20,7,11,Pré-Pago,Ativo,30,1474,Não Cancelou
12,1,34,0,3115,39,7,13,Pré-Pago,Inativo,30,15416,Cancelou
12,0,35,0,2393,42,30,28,Pré-Pago,Inativo,45,135875,Cancelou
5,1,35,0,305,6,7,2,Pré-Pago,Inativo,30,4044,Cancelou
5,0,35,1,1793,23,7,3,Pré-Pago,Ativo,45,629,Não Cancelou
6,0,32,2,6910,95,10,19,Pré-Pago,Ativo,55,120075,Não Cancelou
5,0,35,0,305,6,7,2,Pré-Pago,Inativo,45,25275,Cancelou
5,0,35,1,305,6,7,2,Pré-Pago,Ativo,55,15165,Não Cancelou
28,0,30,4,16200,236,7,77,Contrato,Ativo,25,77112,Não Cancelou
9,0,33,4,7090,114,267,30,Contrato,Ativo,30,135616,Não Cancelou
5,0,35,1,3843,80,7,25,Pré-Pago,Ativo,30,18492,Não Cancelou
6,0,34,0,1790,42,34,17,Pré-Pago,Inativo,30,20928,Não Cancelou
9,0,35,1,2905,51,171,20,Pré-Pago,Ativo,25,90252,Não Cancelou
7,0,26,2,1440,34,189,8,Contrato,Ativo,30,81496,Não Cancelou
7,0,25,1,1693,37,26,65,Pré-Pago,Ativo,55,6495,Não Cancelou
14,0,26,0,825,23,7,4,Pré-Pago,Inativo,30,6192,Não Cancelou
5,0,25,0,305,6,17,2,Pré-Pago,Inativo,45,50275,Não Cancelou
13,0,24,1,1350,30,15,10,Pré-Pago,Ativo,25,1296,Não Cancelou
5,0,24,1,3350,59,7,20,Pré-Pago,Ativo,30,16436,Não Cancelou
5,0,17,1,1820,24,24,11,Pré-Pago,Ativo,30,16976,Não Cancelou
19,0,16,2,6518,139,81,39,Contrato,Ativo,25,664065,Não Cancelou
15,0,14,1,9058,169,69,37,Pré-Pago,Ativo,55,241905,Não Cancelou
11,0,15,4,2978,43,27,16,Pré-Pago,Ativo,30,22884,Não Cancelou
5,0,8,2,4515,38,211,7,Pré-Pago,Ativo,30,102612,Não Cancelou
6,1,8,2,1613,17,7,4,Pré-Pago,Ativo,30,932,Cancelou
17,0,40,3,5275,87,33,34,Pré-Pago,Ativo,30,34648,Não Cancelou
9,0,41,0,1223,21,35,21,Pré-Pago,Inativo,30,18976,Não Cancelou
19,0,39,3,3358,76,387,41,Pré-Pago,Ativo,30,168536,Não Cancelou
19,0,40,3,5103,82,29,52,Pré-Pago,Ativo,15,444675,Não Cancelou
12,0,40,3,3298,74,30,50,Pré-Pago,Ativo,25,28674,Não Cancelou
20,0,40,4,4680,98,60,45,Pré-Pago,Ativo,30,43112,Não Cancelou
13,0,40,3,3265,55,313,35,Pré-Pago,Ativo,45,8655,Não Cancelou
22,1,39,5,10020,137,172,60,Pré-Pago,Ativo,30,109428,Não Cancelou
16,0,40,3,14678,185,28,61,Pré-Pago,Ativo,30,70652,Não Cancelou
16,0,40,4,5420,99,30,42,Pré-Pago,Ativo,30,34076,Não Cancelou
15,0,40,3,6823,111,35,29,Pré-Pago,Ativo,30,41736,Não Cancelou
18,0,40,0,3143,70,36,34,Pré-Pago,Inativo,30,27252,Não Cancelou
34,1,40,6,16045,241,82,49,Contrato,Ativo,30,97944,Não Cancelou
13,0,40,4,4000,43,511,25,Pré-Pago,Ativo,45,1378575,Não Cancelou
18,0,39,3,16390,198,178,47,Pré-Pago,Ativo,25,154746,Não Cancelou
12,0,39,4,7405,102,214,43,Pré-Pago,Ativo,30,115628,Não Cancelou
9,0,39,0,1780,30,28,28,Pré-Pago,Inativo,25,20745,Não Cancelou
11,0,40,0,1615,30,41,25,Pré-Pago,Inativo,30,2298,Não Cancelou
9,1,39,0,905,16,28,17,Pré-Pago,Inativo,25,167445,Cancelou
12,0,39,3,8413,143,412,60,Pré-Pago,Ativo,30,199024,Não Cancelou
16,0,39,4,12370,170,39,64,Pré-Pago,Ativo,45,411,Não Cancelou
17,0,39,4,7623,91,136,54,Contrato,Ativo,25,95913,Não Cancelou
32,1,35,0,1860,63,44,34,Pré-Pago,Inativo,30,25292,Cancelou
30,0,38,1,11340,109,29,59,Pré-Pago,Ativo,55,215235,Não Cancelou
22,0,38,4,6723,114,54,41,Pré-Pago,Ativo,30,48948,Não Cancelou
10,0,36,3,3745,38,28,31,Pré-Pago,Ativo,30,26332,Não Cancelou
18,1,37,0,3895,57,37,33,Pré-Pago,Inativo,30,30608,Cancelou
18,0,38,0,3173,60,62,48,Pré-Pago,Inativo,45,235825,Cancelou
9,0,38,0,1038,18,28,19,Pré-Pago,Inativo,30,15424,Cancelou
10,0,38,3,2573,41,28,23,Pré-Pago,Ativo,45,13535,Não Cancelou
12,0,35,4,7690,113,42,39,Pré-Pago,Ativo,55,180045,Não Cancelou
9,0,38,0,1533,23,37,21,Pré-Pago,Inativo,45,1314,Cancelou
9,0,38,4,1243,20,32,19,Pré-Pago,Ativo,55,66945,Não Cancelou
34,0,33,6,16980,254,28,97,Contrato,Ativo,25,90153,Não Cancelou
15,0,36,6,7870,132,299,50,Contrato,Ativo,30,151608,Não Cancelou
11,0,38,3,4623,98,30,45,Pré-Pago,Ativo,30,30884,Não Cancelou
12,1,37,0,2570,60,66,37,Pré-Pago,Inativo,45,23075,Cancelou
15,0,38,3,3685,69,203,40,Pré-Pago,Ativo,25,108243,Não Cancelou
13,0,29,4,2220,52,221,28,Contrato,Ativo,30,97488,Não Cancelou
13,0,28,3,2473,55,58,85,Pré-Pago,Ativo,55,12492,Não Cancelou
20,0,29,0,1605,41,38,24,Pré-Pago,Inativo,30,21784,Não Cancelou
9,0,28,0,1730,26,49,20,Pré-Pago,Inativo,45,1664,Não Cancelou
19,0,27,3,2130,48,47,30,Pré-Pago,Ativo,25,30951,Não Cancelou
11,0,27,3,4130,77,36,40,Pré-Pago,Ativo,30,31228,Não Cancelou
11,0,20,3,2600,42,56,31,Pré-Pago,Ativo,30,32968,Não Cancelou
25,0,19,4,7298,157,113,59,Contrato,Ativo,25,843975,Não Cancelou
21,0,17,3,9838,187,101,57,Pré-Pago,Ativo,55,301875,Não Cancelou
17,0,18,6,3758,61,59,36,Contrato,Ativo,30,38876,Não Cancelou
11,0,11,4,5295,56,243,27,Contrato,Ativo,30,118604,Não Cancelou
12,1,11,4,2393,35,28,24,Pré-Pago,Ativo,30,20912,Cancelou
9,0,40,0,4075,67,7,4,Pré-Pago,Ativo,30,19368,Não Cancelou
5,0,41,0,305,6,7,2,Pré-Pago,Inativo,30,4044,Não Cancelou
11,0,39,0,2158,56,345,11,Pré-Pago,Ativo,30,146856,Não Cancelou
11,0,40,0,3903,62,7,22,Pré-Pago,Ativo,15,256575,Não Cancelou
5,0,40,0,2098,54,7,20,Pré-Pago,Ativo,25,12834,Não Cancelou
12,0,40,0,3480,78,18,15,Pré-Pago,Ativo,30,21432,Não Cancelou
5,0,40,0,2065,35,271,5,Pré-Pago,Ativo,30,1168,Não Cancelou
14,0,39,1,8820,117,130,30,Pré-Pago,Ativo,30,87748,Não Cancelou
8,0,40,0,13478,165,7,31,Pré-Pago,Ativo,30,57372,Não Cancelou
8,0,40,0,4220,79,7,12,Pré-Pago,Ativo,30,19996,Não Cancelou
7,0,40,1,5623,91,7,17,Pré-Pago,Ativo,30,25656,Não Cancelou
10,0,40,0,1943,50,7,4,Pré-Pago,Inativo,30,10772,Não Cancelou
26,0,40,2,14845,221,40,19,Pré-Pago,Ativo,30,76264,Não Cancelou
5,0,40,1,2800,23,469,9,Pré-Pago,Ativo,30,198892,Não Cancelou
10,0,39,0,15190,178,136,17,Pré-Pago,Ativo,25,130356,Não Cancelou
5,0,39,0,6205,82,172,13,Pré-Pago,Ativo,30,93948,Não Cancelou
5,0,39,0,580,10,7,2,Pré-Pago,Inativo,25,5805,Não Cancelou
5,0,40,0,415,10,7,2,Pré-Pago,Inativo,30,45,Não Cancelou
5,0,39,0,305,6,7,2,Pré-Pago,Inativo,25,45495,Cancelou
5,0,39,0,7213,123,370,30,Pré-Pago,Ativo,30,177344,Não Cancelou
8,0,39,0,11170,150,7,34,Pré-Pago,Ativo,45,3005,Não Cancelou
9,0,39,0,6423,71,94,24,Pré-Pago,Ativo,25,71523,Não Cancelou
24,0,35,0,660,43,7,4,Pré-Pago,Inativo,30,5612,Cancelou
22,0,38,7,10140,89,7,29,Pré-Pago,Ativo,55,163935,Não Cancelou
14,0,38,0,5523,94,12,11,Pré-Pago,Ativo,25,306765,Cancelou
5,0,36,1,2545,18,7,6,Pré-Pago,Ativo,30,13052,Não Cancelou
10,0,37,0,2695,37,7,3,Pré-Pago,Inativo,30,13728,Cancelou
10,0,38,0,1973,40,20,18,Pré-Pago,Inativo,30,16052,Cancelou
5,1,38,0,305,6,7,2,Pré-Pago,Inativo,30,4044,Cancelou
5,0,38,1,1373,21,7,2,Pré-Pago,Ativo,45,5235,Não Cancelou
5,0,35,0,6490,93,7,9,Pré-Pago,Ativo,55,109245,Não Cancelou
5,0,38,0,305,6,7,2,Pré-Pago,Inativo,45,25275,Cancelou
5,0,38,0,305,6,7,2,Pré-Pago,Ativo,55,15165,Não Cancelou
26,0,33,2,15780,234,7,67,Pré-Pago,Ativo,25,75213,Não Cancelou
7,0,36,2,6670,112,257,20,Contrato,Ativo,30,129928,Não Cancelou
5,0,38,0,3423,78,7,15,Pré-Pago,Ativo,30,16804,Não Cancelou
5,0,37,0,1370,40,24,7,Pré-Pago,Inativo,30,1524,Não Cancelou
7,0,38,0,2485,49,161,10,Pré-Pago,Ativo,25,83853,Não Cancelou
5,0,29,1,1020,32,179,2,Contrato,Ativo,30,75808,Não Cancelou
5,0,28,0,1273,35,16,55,Pré-Pago,Ativo,45,727,Não Cancelou
12,0,29,0,405,21,7,2,Pré-Pago,Inativo,30,4504,Não Cancelou
5,0,28,0,305,6,7,2,Pré-Pago,Inativo,45,25275,Não Cancelou
11,0,27,1,930,28,7,2,Pré-Pago,Ativo,25,7461,Não Cancelou
5,0,27,0,2930,57,7,10,Pré-Pago,Ativo,30,14748,Não Cancelou
5,0,20,1,1400,22,14,2,Pré-Pago,Ativo,25,12699,Não Cancelou
17,0,19,0,6098,137,71,29,Contrato,Ativo,25,600075,Não Cancelou
13,0,17,0,8638,167,59,27,Pré-Pago,Ativo,55,220575,Não Cancelou
9,0,18,2,2558,41,17,6,Pré-Pago,Ativo,30,17196,Não Cancelou
5,0,11,1,4095,36,201,25,Pré-Pago,Ativo,30,96924,Não Cancelou
5,1,11,1,1193,15,7,2,Pré-Pago,Ativo,30,7632,Cancelou
13,0,41,2,4790,83,44,23,Pré-Pago,Ativo,30,37092,Não Cancelou
5,0,42,0,738,17,46,10,Pré-Pago,Inativo,30,2142,Não Cancelou
15,0,40,2,2873,72,398,30,Pré-Pago,Ativo,30,17098,Não Cancelou
15,0,41,2,4618,78,40,41,Pré-Pago,Ativo,15,47828,Não Cancelou
8,0,41,2,2813,70,41,39,Pré-Pago,Ativo,25,314235,Não Cancelou
16,0,41,3,4195,94,71,34,Pré-Pago,Ativo,30,45556,Não Cancelou
9,0,41,2,2780,51,324,24,Pré-Pago,Ativo,45,880775,Não Cancelou
18,0,40,4,9535,133,183,49,Pré-Pago,Ativo,30,111872,Não Cancelou
12,0,41,2,14193,181,39,50,Pré-Pago,Ativo,30,73096,Não Cancelou
12,0,41,3,4935,95,41,31,Pré-Pago,Ativo,45,22825,Não Cancelou
11,0,41,2,6338,107,46,18,Pré-Pago,Ativo,30,4418,Não Cancelou
14,1,41,0,2658,66,47,23,Pré-Pago,Inativo,45,1856,Não Cancelou
30,0,41,5,15560,237,93,38,Pré-Pago,Ativo,30,100388,Não Cancelou
9,0,41,3,3515,39,522,14,Pré-Pago,Ativo,45,139385,Não Cancelou
14,0,40,2,15905,194,189,36,Pré-Pago,Ativo,30,139996,Não Cancelou
8,0,40,3,6920,98,225,32,Pré-Pago,Ativo,45,73795,Não Cancelou
5,0,40,0,1295,26,39,17,Pré-Pago,Inativo,30,20884,Não Cancelou
7,0,41,0,1130,26,52,14,Pré-Pago,Inativo,30,25424,Não Cancelou
5,0,40,0,420,12,39,6,Pré-Pago,Inativo,30,17328,Cancelou
8,0,40,2,7928,139,423,49,Pré-Pago,Ativo,30,201468,Não Cancelou
12,0,40,3,11885,166,50,53,Pré-Pago,Ativo,45,426275,Não Cancelou
13,0,40,3,7138,87,147,43,Pré-Pago,Ativo,30,877,Não Cancelou
28,1,36,0,1375,59,55,23,Pré-Pago,Inativo,30,27736,Cancelou
26,0,39,10,10855,105,40,48,Contrato,Ativo,55,2244,Não Cancelou
18,0,39,3,6238,110,65,30,Pré-Pago,Ativo,30,51392,Não Cancelou
6,0,37,2,3260,34,39,20,Pré-Pago,Ativo,45,17985,Não Cancelou
14,0,38,0,3410,53,48,22,Pré-Pago,Inativo,30,33052,Cancelou
14,1,39,0,2688,56,73,37,Pré-Pago,Inativo,45,2511,Cancelou
5,0,39,0,553,14,39,8,Pré-Pago,Inativo,30,17868,Cancelou
6,0,39,2,2088,37,39,12,Pré-Pago,Ativo,45,150625,Não Cancelou
8,0,36,3,7205,109,53,28,Pré-Pago,Ativo,55,18921,Não Cancelou
5,0,39,0,1048,19,48,10,Pré-Pago,Inativo,45,146675,Cancelou
5,0,39,3,758,16,43,8,Pré-Pago,Ativo,55,7611,Não Cancelou
30,0,34,5,16495,250,39,86,Contrato,Ativo,25,929025,Não Cancelou
11,0,37,5,7385,128,310,39,Contrato,Ativo,30,154052,Não Cancelou
7,0,39,2,4138,94,41,34,Pré-Pago,Ativo,30,33328,Não Cancelou
8,0,38,0,2085,56,77,26,Pré-Pago,Inativo,45,246025,Não Cancelou
11,0,39,2,3200,65,214,29,Pré-Pago,Ativo,30,9866,Não Cancelou
9,0,30,3,1735,48,232,17,Contrato,Ativo,30,99932,Não Cancelou
9,0,29,2,1988,51,69,74,Pré-Pago,Ativo,55,134085,Não Cancelou
16,0,30,0,1120,37,49,13,Pré-Pago,Inativo,30,24228,Não Cancelou
5,0,29,0,1245,22,60,9,Pré-Pago,Inativo,45,181675,Não Cancelou
15,0,28,2,1645,44,58,19,Pré-Pago,Ativo,25,337005,Não Cancelou
7,0,28,2,3645,73,47,29,Pré-Pago,Ativo,45,21045,Não Cancelou
7,0,21,2,2115,38,67,20,Pré-Pago,Ativo,30,35412,Não Cancelou
21,0,20,3,6813,153,124,48,Contrato,Ativo,25,87147,Não Cancelou
17,0,18,2,9353,183,112,46,Pré-Pago,Ativo,55,31104,Não Cancelou
13,0,19,5,3273,57,70,25,Pré-Pago,Ativo,45,25825,Não Cancelou
7,0,12,3,4810,52,254,16,Pré-Pago,Ativo,30,121048,Não Cancelou
8,1,12,3,1908,31,39,13,Pré-Pago,Ativo,30,23356,Cancelou
13,0,39,0,4560,71,7,15,Pré-Pago,Ativo,25,239895,Não Cancelou
5,0,40,0,305,6,7,2,Pré-Pago,Inativo,25,45495,Não Cancelou
15,0,38,0,2643,60,334,22,Pré-Pago,Ativo,25,1624635,Não Cancelou
15,0,39,0,4388,66,7,33,Pré-Pago,Ativo,15,28347,Não Cancelou
8,0,39,0,2583,58,7,31,Pré-Pago,Ativo,15,183755,Não Cancelou
16,0,39,1,3965,82,7,26,Pré-Pago,Ativo,30,18988,Não Cancelou
9,0,39,0,2550,39,260,16,Pré-Pago,Ativo,30,114356,Não Cancelou
18,0,38,2,9305,121,119,41,Pré-Pago,Ativo,30,85304,Não Cancelou
12,0,39,0,13963,169,7,42,Pré-Pago,Ativo,30,59328,Não Cancelou
12,0,39,1,4705,83,7,23,Pré-Pago,Ativo,30,21952,Não Cancelou
11,0,39,0,6108,95,7,10,Pré-Pago,Ativo,25,310635,Não Cancelou
14,1,39,0,2428,54,7,15,Pré-Pago,Inativo,30,12728,Não Cancelou
